Travel Mode,Purpose,Public Mode,Vehicle,Month,Unit,Quantity,Day,Month,Year
Rail,Bangkok ,Public,Airport Rail Link,23-Jul-20,Person,"42,200",23,Jul,2020
Rail,Bangkok ,Public,BTS Skytrain,23-Jul-20,Person,"572,400",23,Jul,2020
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,24-Jul-20,Person,"122,260",24,Jul,2020
Road ,Provincial ,Public,รถหมวด 3,24-Jul-20,Person,"33,172",24,Jul,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),24-Jul-20,Unit,"1,041,765",24,Jul,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),24-Jul-20,Unit,"1,230,485",24,Jul,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),24-Jul-20,Unit,"1,739,825",24,Jul,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),24-Jul-20,Unit,"1,759,184",24,Jul,2020
Road ,Bangkok ,Public,รถหมวด 4,24-Jul-20,Person,"16,193",24,Jul,2020
Road ,Bangkok ,Public,รถเมล์ ขสมก.,24-Jul-20,Person,"768,630",24,Jul,2020
Road ,Bangkok ,Public,รถร่วม (หมวด 1),24-Jul-20,Person,"149,148",24,Jul,2020
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),24-Jul-20,Person,"56,736",24,Jul,2020
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,24-Jul-20,Person,"14,201",24,Jul,2020
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,24-Jul-20,Person,"16,359",24,Jul,2020
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,24-Jul-20,Person,"25,142",24,Jul,2020
Waterway,Bangkok ,Public,เรือภูมิภาค,24-Jul-20,Person,"100,175",24,Jul,2020
Rail,Provincial ,Public,Train,24-Jul-20,Person,"58,416",24,Jul,2020
Rail,Bangkok ,Public,Blue Line MRT,24-Jul-20,Person,"312,723",24,Jul,2020
Rail,Bangkok ,Public,Purple Line MRT,24-Jul-20,Person,"47,291",24,Jul,2020
Rail,Bangkok ,Public,Airport Rail Link,24-Jul-20,Person,"43,481",24,Jul,2020
Rail,Bangkok ,Public,BTS Skytrain,24-Jul-20,Person,"644,000",24,Jul,2020
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,25-Jul-20,Person,"115,434",25,Jul,2020
Road ,Provincial ,Public,รถหมวด 3,25-Jul-20,Person,"27,413",25,Jul,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),25-Jul-20,Unit,"1,105,925",25,Jul,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),25-Jul-20,Unit,"1,279,281",25,Jul,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),25-Jul-20,Unit,"1,496,819",25,Jul,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),25-Jul-20,Unit,"1,514,759",25,Jul,2020
Road ,Bangkok ,Public,รถหมวด 4,25-Jul-20,Person,"10,529",25,Jul,2020
Road ,Bangkok ,Public,รถเมล์ ขสมก.,25-Jul-20,Person,"617,915",25,Jul,2020
Road ,Bangkok ,Public,รถร่วม (หมวด 1),25-Jul-20,Person,"143,548",25,Jul,2020
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),25-Jul-20,Person,"46,605",25,Jul,2020
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,25-Jul-20,Person,"4,230",25,Jul,2020
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,25-Jul-20,Person,"5,861",25,Jul,2020
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,25-Jul-20,Person,"23,869",25,Jul,2020
Waterway,Bangkok ,Public,เรือภูมิภาค,25-Jul-20,Person,"134,338",25,Jul,2020
Rail,Provincial ,Public,Train,25-Jul-20,Person,"69,824",25,Jul,2020
Rail,Bangkok ,Public,Blue Line MRT,25-Jul-20,Person,"166,082",25,Jul,2020
Rail,Bangkok ,Public,Purple Line MRT,25-Jul-20,Person,"24,395",25,Jul,2020
Rail,Bangkok ,Public,Airport Rail Link,25-Jul-20,Person,"27,874",25,Jul,2020
Rail,Bangkok ,Public,BTS Skytrain,25-Jul-20,Person,"362,400",25,Jul,2020
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,26-Jul-20,Person,"104,116",26,Jul,2020
Road ,Provincial ,Public,รถหมวด 3,26-Jul-20,Person,"25,568",26,Jul,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),26-Jul-20,Unit,"1,039,688",26,Jul,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),26-Jul-20,Unit,"1,151,092",26,Jul,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),26-Jul-20,Unit,"1,219,649",26,Jul,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),26-Jul-20,Unit,"1,229,030",26,Jul,2020
Road ,Bangkok ,Public,รถหมวด 4,26-Jul-20,Person,"10,197",26,Jul,2020
Road ,Bangkok ,Public,รถเมล์ ขสมก.,26-Jul-20,Person,"578,039",26,Jul,2020
Road ,Bangkok ,Public,รถร่วม (หมวด 1),26-Jul-20,Person,"118,154",26,Jul,2020
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),26-Jul-20,Person,"41,082",26,Jul,2020
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,26-Jul-20,Person, -   ,26,Jul,2020
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,26-Jul-20,Person,"5,862",26,Jul,2020
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,26-Jul-20,Person,"22,189",26,Jul,2020
Waterway,Bangkok ,Public,เรือภูมิภาค,26-Jul-20,Person,"159,668",26,Jul,2020
Rail,Provincial ,Public,Train,26-Jul-20,Person,"55,008",26,Jul,2020
Rail,Bangkok ,Public,Blue Line MRT,26-Jul-20,Person,"139,269",26,Jul,2020
Rail,Bangkok ,Public,Purple Line MRT,26-Jul-20,Person,"20,008",26,Jul,2020
Rail,Bangkok ,Public,Airport Rail Link,26-Jul-20,Person,"22,277",26,Jul,2020
Rail,Bangkok ,Public,BTS Skytrain,26-Jul-20,Person,"296,400",26,Jul,2020
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,27-Jul-20,Person,"106,556",27,Jul,2020
Road ,Provincial ,Public,รถหมวด 3,27-Jul-20,Person,"22,330",27,Jul,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),27-Jul-20,Unit,"1,035,288",27,Jul,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),27-Jul-20,Unit,"1,147,442",27,Jul,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),27-Jul-20,Unit,"1,304,217",27,Jul,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),27-Jul-20,Unit,"1,306,323",27,Jul,2020
Road ,Bangkok ,Public,รถหมวด 4,27-Jul-20,Person,"8,806",27,Jul,2020
Road ,Bangkok ,Public,รถเมล์ ขสมก.,27-Jul-20,Person,"539,599",27,Jul,2020
Road ,Bangkok ,Public,รถร่วม (หมวด 1),27-Jul-20,Person,"115,212",27,Jul,2020
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),27-Jul-20,Person,"43,338",27,Jul,2020
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,27-Jul-20,Person,"5,105",27,Jul,2020
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,27-Jul-20,Person,"5,886",27,Jul,2020
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,27-Jul-20,Person,"19,677",27,Jul,2020
Waterway,Bangkok ,Public,เรือภูมิภาค,27-Jul-20,Person,"164,654",27,Jul,2020
Rail,Provincial ,Public,Train,27-Jul-20,Person,"62,916",27,Jul,2020
Rail,Bangkok ,Public,Blue Line MRT,27-Jul-20,Person,"137,019",27,Jul,2020
Rail,Bangkok ,Public,Purple Line MRT,27-Jul-20,Person,"18,936",27,Jul,2020
Rail,Bangkok ,Public,Airport Rail Link,27-Jul-20,Person,"22,710",27,Jul,2020
Rail,Bangkok ,Public,BTS Skytrain,27-Jul-20,Person,"292,700",27,Jul,2020
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,28-Jul-20,Person,"135,533",28,Jul,2020
Road ,Provincial ,Public,รถหมวด 3,28-Jul-20,Person,"27,878",28,Jul,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),28-Jul-20,Unit,"1,004,480",28,Jul,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),28-Jul-20,Unit,"1,110,581",28,Jul,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),28-Jul-20,Unit,"1,589,146",28,Jul,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),28-Jul-20,Unit,"1,590,934",28,Jul,2020
Road ,Bangkok ,Public,รถหมวด 4,28-Jul-20,Person,"9,878",28,Jul,2020
Road ,Bangkok ,Public,รถเมล์ ขสมก.,28-Jul-20,Person,"519,164",28,Jul,2020
Road ,Bangkok ,Public,รถร่วม (หมวด 1),28-Jul-20,Person,"120,462",28,Jul,2020
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),28-Jul-20,Person,"37,085",28,Jul,2020
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,28-Jul-20,Person,"5,465",28,Jul,2020
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,28-Jul-20,Person,"5,346",28,Jul,2020
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,28-Jul-20,Person,"19,225",28,Jul,2020
Waterway,Bangkok ,Public,เรือภูมิภาค,28-Jul-20,Person,"132,508",28,Jul,2020
Rail,Provincial ,Public,Train,28-Jul-20,Person,"67,801",28,Jul,2020
Rail,Bangkok ,Public,Blue Line MRT,28-Jul-20,Person,"131,060",28,Jul,2020
Rail,Bangkok ,Public,Purple Line MRT,28-Jul-20,Person,"19,097",28,Jul,2020
Rail,Bangkok ,Public,Airport Rail Link,28-Jul-20,Person,"22,235",28,Jul,2020
Rail,Bangkok ,Public,BTS Skytrain,28-Jul-20,Person,"286,900",28,Jul,2020
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,29-Jul-20,Person,"104,559",29,Jul,2020
Road ,Provincial ,Public,รถหมวด 3,29-Jul-20,Person,"26,714",29,Jul,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),29-Jul-20,Unit,"988,223",29,Jul,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),29-Jul-20,Unit,"1,158,475",29,Jul,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),29-Jul-20,Unit,"1,675,710",29,Jul,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),29-Jul-20,Unit,"1,692,426",29,Jul,2020
Road ,Bangkok ,Public,รถหมวด 4,29-Jul-20,Person,"10,759",29,Jul,2020
Road ,Bangkok ,Public,รถเมล์ ขสมก.,29-Jul-20,Person,"775,431",29,Jul,2020
Road ,Bangkok ,Public,รถร่วม (หมวด 1),29-Jul-20,Person,"153,742",29,Jul,2020
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),29-Jul-20,Person,"58,303",29,Jul,2020
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,29-Jul-20,Person,"14,105",29,Jul,2020
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,29-Jul-20,Person,"16,340",29,Jul,2020
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,29-Jul-20,Person,"24,866",29,Jul,2020
Waterway,Bangkok ,Public,เรือภูมิภาค,29-Jul-20,Person,"90,419",29,Jul,2020
Rail,Provincial ,Public,Train,29-Jul-20,Person,"54,440",29,Jul,2020
Rail,Bangkok ,Public,Blue Line MRT,29-Jul-20,Person,"289,672",29,Jul,2020
Rail,Bangkok ,Public,Purple Line MRT,29-Jul-20,Person,"43,091",29,Jul,2020
Rail,Bangkok ,Public,Airport Rail Link,29-Jul-20,Person,"44,475",29,Jul,2020
Rail,Bangkok ,Public,BTS Skytrain,29-Jul-20,Person,"585,100",29,Jul,2020
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,30-Jul-20,Person,"72,474",30,Jul,2020
Road ,Provincial ,Public,รถหมวด 3,30-Jul-20,Person,"28,980",30,Jul,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),30-Jul-20,Unit,"915,487",30,Jul,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),30-Jul-20,Unit,"1,097,241",30,Jul,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),30-Jul-20,Unit,"1,560,968",30,Jul,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),30-Jul-20,Unit,"1,612,413",30,Jul,2020
Road ,Bangkok ,Public,รถหมวด 4,30-Jul-20,Person,"12,779",30,Jul,2020
Road ,Bangkok ,Public,รถเมล์ ขสมก.,30-Jul-20,Person,"796,894",30,Jul,2020
Road ,Bangkok ,Public,รถร่วม (หมวด 1),30-Jul-20,Person,"153,336",30,Jul,2020
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),30-Jul-20,Person,"59,628",30,Jul,2020
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,30-Jul-20,Person,"14,510",30,Jul,2020
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,30-Jul-20,Person,"16,572",30,Jul,2020
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,30-Jul-20,Person,"24,641",30,Jul,2020
Waterway,Bangkok ,Public,เรือภูมิภาค,30-Jul-20,Person,"87,679",30,Jul,2020
Rail,Provincial ,Public,Train,30-Jul-20,Person,"59,309",30,Jul,2020
Rail,Bangkok ,Public,Blue Line MRT,30-Jul-20,Person,"291,640",30,Jul,2020
Rail,Bangkok ,Public,Purple Line MRT,30-Jul-20,Person,"42,151",30,Jul,2020
Rail,Bangkok ,Public,Airport Rail Link,30-Jul-20,Person,"43,435",30,Jul,2020
Rail,Bangkok ,Public,BTS Skytrain,30-Jul-20,Person,"591,400",30,Jul,2020
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,31-Jul-20,Person,"78,838",31,Jul,2020
Road ,Provincial ,Public,รถหมวด 3,31-Jul-20,Person,"22,499",31,Jul,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),31-Jul-20,Unit,"971,692",31,Jul,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),31-Jul-20,Unit,"1,160,078",31,Jul,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),31-Jul-20,Unit,"1,634,379",31,Jul,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),31-Jul-20,Unit,"1,686,262",31,Jul,2020
Road ,Bangkok ,Public,รถหมวด 4,31-Jul-20,Person,"10,956",31,Jul,2020
Road ,Bangkok ,Public,รถเมล์ ขสมก.,31-Jul-20,Person,"805,384",31,Jul,2020
Road ,Bangkok ,Public,รถร่วม (หมวด 1),31-Jul-20,Person,"159,915",31,Jul,2020
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),31-Jul-20,Person,"57,191",31,Jul,2020
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,31-Jul-20,Person,"14,265",31,Jul,2020
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,31-Jul-20,Person,"16,465",31,Jul,2020
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,31-Jul-20,Person,"25,299",31,Jul,2020
Waterway,Bangkok ,Public,เรือภูมิภาค,31-Jul-20,Person,"86,832",31,Jul,2020
Rail,Provincial ,Public,Train,31-Jul-20,Person,"60,538",31,Jul,2020
Rail,Bangkok ,Public,Blue Line MRT,31-Jul-20,Person,"309,820",31,Jul,2020
Rail,Bangkok ,Public,Purple Line MRT,31-Jul-20,Person,"44,650",31,Jul,2020
Rail,Bangkok ,Public,Airport Rail Link,31-Jul-20,Person,"45,868",31,Jul,2020
Rail,Bangkok ,Public,BTS Skytrain,31-Jul-20,Person,"638,200",31,Jul,2020
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,1-Aug-20,Person,"76,935",1,Aug,2020
Road ,Provincial ,Public,รถหมวด 3,1-Aug-20,Person,"18,586",1,Aug,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),1-Aug-20,Unit,"1,001,314",1,Aug,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),1-Aug-20,Unit,"1,171,679",1,Aug,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),1-Aug-20,Unit,"1,393,028",1,Aug,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),1-Aug-20,Unit,"1,436,346",1,Aug,2020
Road ,Bangkok ,Public,รถหมวด 4,1-Aug-20,Person,"9,939",1,Aug,2020
Road ,Bangkok ,Public,รถเมล์ ขสมก.,1-Aug-20,Person,"678,433",1,Aug,2020
Road ,Bangkok ,Public,รถร่วม (หมวด 1),1-Aug-20,Person,"143,083",1,Aug,2020
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),1-Aug-20,Person,"52,280",1,Aug,2020
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,1-Aug-20,Person,"5,437",1,Aug,2020
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,1-Aug-20,Person,"6,244",1,Aug,2020
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,1-Aug-20,Person,"20,462",1,Aug,2020
Waterway,Bangkok ,Public,เรือภูมิภาค,1-Aug-20,Person,"89,594",1,Aug,2020
Rail,Provincial ,Public,Train,1-Aug-20,Person,"55,458",1,Aug,2020
Rail,Bangkok ,Public,Blue Line MRT,1-Aug-20,Person,"194,020",1,Aug,2020
Rail,Bangkok ,Public,Purple Line MRT,1-Aug-20,Person,"28,329",1,Aug,2020
Rail,Bangkok ,Public,Airport Rail Link,1-Aug-20,Person,"31,002",1,Aug,2020
Rail,Bangkok ,Public,BTS Skytrain,1-Aug-20,Person,"428,100",1,Aug,2020
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,2-Aug-20,Person,"83,210",2,Aug,2020
Road ,Provincial ,Public,รถหมวด 3,2-Aug-20,Person,"20,665",2,Aug,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),2-Aug-20,Unit,"1,004,368",2,Aug,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),2-Aug-20,Unit,"1,125,466",2,Aug,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),2-Aug-20,Unit,"1,330,462",2,Aug,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),2-Aug-20,Unit,"1,348,230",2,Aug,2020
Road ,Bangkok ,Public,รถหมวด 4,2-Aug-20,Person,"6,486",2,Aug,2020
Road ,Bangkok ,Public,รถเมล์ ขสมก.,2-Aug-20,Person,"655,251",2,Aug,2020
Road ,Bangkok ,Public,รถร่วม (หมวด 1),2-Aug-20,Person,"120,633",2,Aug,2020
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),2-Aug-20,Person,"42,922",2,Aug,2020
